dsgdb9nsd_000001	C
dsgdb9nsd_010253	NC(=O)N(C=O)C=O
dsgdb9nsd_010290	COC(C#N)C(N)=O
dsgdb9nsd_010292	NC(=O)C(CO)C#N
dsgdb9nsd_010366	C#CC1(CCN1)C#N
dsgdb9nsd_010367	C#CC1(CCO1)C#C
dsgdb9nsd_010368	C#CC1(CCO1)C#N
dsgdb9nsd_010369	C#CC1(CNC1)C#N
dsgdb9nsd_010370	C#CC1(COC1)C#C
dsgdb9nsd_010371	C#CC1(COC1)C#N
dsgdb9nsd_010372	N#CC1(CCC1)C#N
dsgdb9nsd_010373	N#CC1(CCN1)C#N
dsgdb9nsd_010374	N#CC1(CCO1)C#N
dsgdb9nsd_010375	N#CC1(CNC1)C#N
dsgdb9nsd_010376	N#CC1(COC1)C#N
dsgdb9nsd_010379	O=CC1(CCN1)C#N
dsgdb9nsd_010380	O=CC1(CCO1)C#C
dsgdb9nsd_010381	O=CC1(CCO1)C#N
dsgdb9nsd_010382	O=CC1(CNC1)C#N
dsgdb9nsd_010383	O=CC1(COC1)C#C
dsgdb9nsd_010384	O=CC1(COC1)C#N
dsgdb9nsd_010387	O=CC1(CCO1)C=O
dsgdb9nsd_010388	O=CC1(COC1)C=O
dsgdb9nsd_010438	C#CC1(CC#N)CN1
dsgdb9nsd_010439	C#CC1(CC#N)CO1
dsgdb9nsd_010443	C#CCC1(CN1)C#N
dsgdb9nsd_010444	C#CCC1(CO1)C#C
dsgdb9nsd_010445	C#CCC1(CO1)C#N
dsgdb9nsd_010446	N#CCC1(CC1)C#N
dsgdb9nsd_010447	N#CCC1(CN1)C#N
dsgdb9nsd_010448	N#CCC1(CO1)C#N
dsgdb9nsd_010451	O=CC1(CC#C)CO1
dsgdb9nsd_010453	O=CC1(CC#N)CN1
dsgdb9nsd_010454	O=CC1(CC#N)CO1
dsgdb9nsd_010456	N=COC1(CC1)C#N
dsgdb9nsd_010460	O=CCC1(CN1)C#N
dsgdb9nsd_010461	O=CCC1(CO1)C#C
dsgdb9nsd_010462	O=CCC1(CO1)C#N
dsgdb9nsd_010464	O=CNC1(CC1)C#N
dsgdb9nsd_010465	O=COC1(CC1)C#C
dsgdb9nsd_010466	O=COC1(CC1)C#N
dsgdb9nsd_010470	O=CCC1(CO1)C=O
dsgdb9nsd_010472	O=COC1(CC1)C=O
dsgdb9nsd_010476	CC#CC1(CN1)C#N
dsgdb9nsd_010477	CC#CC1(CO1)C#C
dsgdb9nsd_010478	CC#CC1(CO1)C#N
dsgdb9nsd_010481	CC#CC1(CO1)C=O
dsgdb9nsd_010570	CC1CC1(C#N)C#N
dsgdb9nsd_010572	CC1NC1(C#C)C#N
dsgdb9nsd_010573	CC1NC1(C#N)C#N
dsgdb9nsd_010574	CC1OC1(C#C)C#C
dsgdb9nsd_010575	CC1OC1(C#C)C#N
dsgdb9nsd_010576	CC1OC1(C#N)C#N
dsgdb9nsd_010578	CN1CC1(C#C)C#N
dsgdb9nsd_010579	CN1CC1(C#N)C#N
dsgdb9nsd_010580	NC1CC1(C#C)C#N
dsgdb9nsd_010581	NC1CC1(C#N)C#N
dsgdb9nsd_010582	OC1CC1(C#C)C#C
dsgdb9nsd_010583	OC1CC1(C#C)C#N
dsgdb9nsd_010584	OC1CC1(C#N)C#N
dsgdb9nsd_010588	CC1NC1(C=O)C#N
dsgdb9nsd_010589	CC1OC1(C=O)C#C
dsgdb9nsd_010590	CC1OC1(C=O)C#N
dsgdb9nsd_010592	CN1CC1(C=O)C#N
dsgdb9nsd_010593	OC1CC1(C=O)C#C
dsgdb9nsd_010594	OC1CC1(C=O)C#N
dsgdb9nsd_010597	CC1OC1(C=O)C=O
dsgdb9nsd_010599	OC1CC1(C=O)C=O
dsgdb9nsd_010665	CC(=O)C1(CN1)C#N
dsgdb9nsd_010666	CC(=O)C1(CO1)C#C
dsgdb9nsd_010667	CC(=O)C1(CO1)C#N
dsgdb9nsd_010670	NC(=O)C1(CC1)C#N
dsgdb9nsd_010671	NC(=O)C1(CN1)C#C
dsgdb9nsd_010672	NC(=O)C1(CN1)C#N
dsgdb9nsd_010673	NC(=O)C1(CO1)C#C
dsgdb9nsd_010674	NC(=O)C1(CO1)C#N
dsgdb9nsd_010677	CC(=O)C1(CO1)C=O
dsgdb9nsd_010679	NC(=O)C1(CN1)C=O
dsgdb9nsd_010680	NC(=O)C1(CO1)C=O
dsgdb9nsd_010778	OC1C(O)C(=O)C1O
dsgdb9nsd_010785	[NH2+]=C1O[CH-]C(=O)C=C1
dsgdb9nsd_010786	O=C1CCC(=O)C=C1
dsgdb9nsd_010788	N=C1CNC(=O)CO1
dsgdb9nsd_010789	N=C1COC(=N)CO1
dsgdb9nsd_010790	N=C1COC(=O)CN1
dsgdb9nsd_010791	N=C1COC(=O)CO1
dsgdb9nsd_010792	N=C1OCC(=O)CO1
dsgdb9nsd_010795	O=C1CCC(=O)OC1
dsgdb9nsd_010796	O=C1CNC(=O)CN1
dsgdb9nsd_010797	O=C1CNC(=O)NC1
dsgdb9nsd_010798	O=C1CNC(=O)OC1
dsgdb9nsd_010799	O=C1COC(=O)CN1
dsgdb9nsd_010800	O=C1COC(=O)CO1
dsgdb9nsd_010801	O=C1COC(=O)OC1
dsgdb9nsd_010811	NC1=NCC(=O)CO1
dsgdb9nsd_010812	NC1=NCC(=O)OC1
dsgdb9nsd_010822	OC1COC(=O)C=C1
dsgdb9nsd_010848	OC1COC(=O)OC1
dsgdb9nsd_010869	CC12OC(C1O)C2=O
dsgdb9nsd_010875	OC1C2CC1(O)C2=O
dsgdb9nsd_010892	CC12OC1C(=O)C2O
dsgdb9nsd_010899	OC1C(=O)C2CC12O
dsgdb9nsd_010902	CC12OC1C(O)C2=O
dsgdb9nsd_010910	OC1C2CC2(O)C1=O
dsgdb9nsd_010967	CC12OC(C=C1)C2=O
dsgdb9nsd_010968	OC12CC(C=C1)C2=O
dsgdb9nsd_010975	OC12CC(OC1)C2=O
dsgdb9nsd_010998	CC12OC1C(=O)C=C2
dsgdb9nsd_010999	OC12CC1C(=O)C=C2
dsgdb9nsd_011016	CC12COC(=O)C1O2
dsgdb9nsd_011020	OC12CC1C(=O)OC2
dsgdb9nsd_011088	C#CC1CC(N1)C#N
dsgdb9nsd_011089	C#CC1CC(O1)C#C
dsgdb9nsd_011090	C#CC1CC(O1)C#N
dsgdb9nsd_011091	N#CC1CC(C1)C#N
dsgdb9nsd_011092	N#CC1CC(N1)C#N
dsgdb9nsd_011093	N#CC1CC(O1)C#N
dsgdb9nsd_011096	O=CC1CC(N1)C#N
dsgdb9nsd_011097	O=CC1CC(O1)C#C
dsgdb9nsd_011098	O=CC1CC(O1)C#N
dsgdb9nsd_011100	O=CN1CC(C1)C#N
dsgdb9nsd_011103	O=CC1CC(O1)C=O
dsgdb9nsd_011106	CN=C1CC(O1)C#N
dsgdb9nsd_011140	N=C1OC(C=C1)C#C
dsgdb9nsd_011141	[NH2+]=C1O[C-](C=C1)C#N
dsgdb9nsd_011142	O=C1CC(C=C1)C#C
dsgdb9nsd_011143	O=C1CC(C=C1)C#N
dsgdb9nsd_011144	O=C1NC(C=C1)C#C
dsgdb9nsd_011145	O=C1OC(C=C1)C#C
dsgdb9nsd_011146	N=C1CN=C(N1)C#C
dsgdb9nsd_011147	N=C1CN=C(N1)C#N
dsgdb9nsd_011148	O=C1CC(=CN1)C#C
dsgdb9nsd_011149	O=C1CC(=CN1)C#N
dsgdb9nsd_011150	O=C1CC=C(C1)C#C
dsgdb9nsd_011151	O=C1CC=C(C1)C#N
dsgdb9nsd_011152	O=C1CC=C(N1)C#C
dsgdb9nsd_011153	O=C1CC=C(N1)C#N
dsgdb9nsd_011154	O=C1CN=C(N1)C#C
dsgdb9nsd_011155	O=C1CN=C(O1)C#C
dsgdb9nsd_011156	N=C1OCC(=C1)C#C
dsgdb9nsd_011157	N=C1OCC(=C1)C#N
dsgdb9nsd_011158	O=C1CCC(=C1)C#C
dsgdb9nsd_011159	O=C1CCC(=C1)C#N
dsgdb9nsd_011160	O=C1NCC(=C1)C#C
dsgdb9nsd_011162	N=C1CC(CO1)C#N
dsgdb9nsd_011164	N=C1CCC(O1)C#N
dsgdb9nsd_011165	N=C1COC(O1)C#C
dsgdb9nsd_011166	N=C1COC(O1)C#N
dsgdb9nsd_011167	N=C1NC(CO1)C#C
dsgdb9nsd_011168	N=C1NC(CO1)C#N
dsgdb9nsd_011169	N=C1OCC(O1)C#C
dsgdb9nsd_011170	N=C1OCC(O1)C#N
dsgdb9nsd_011172	O=C1CC(CN1)C#N
dsgdb9nsd_011173	O=C1CC(CO1)C#C
dsgdb9nsd_011174	O=C1CC(CO1)C#N
dsgdb9nsd_011178	O=C1CCC(O1)C#C
dsgdb9nsd_011179	O=C1CCC(O1)C#N
dsgdb9nsd_011181	O=C1CNC(C1)C#N
dsgdb9nsd_011182	O=C1COC(C1)C#C
dsgdb9nsd_011183	O=C1COC(C1)C#N
dsgdb9nsd_011184	O=C1COC(O1)C#C
dsgdb9nsd_011185	O=C1COC(O1)C#N
dsgdb9nsd_011186	O=C1NC(CO1)C#C
dsgdb9nsd_011187	O=C1NCC(N1)C#C
dsgdb9nsd_011188	O=C1NCC(N1)C#N
dsgdb9nsd_011189	O=C1NCC(O1)C#C
dsgdb9nsd_011190	O=C1NCC(O1)C#N
dsgdb9nsd_011191	O=C1OCC(O1)C#C
dsgdb9nsd_011192	O=C1OCC(O1)C#N
dsgdb9nsd_011193	N=C1OCC(C=O)=C1
dsgdb9nsd_011194	O=CC1=CC(=O)CC1
dsgdb9nsd_011195	N=C1CN=C(N1)C=O
dsgdb9nsd_011196	O=CC1=CCC(=O)C1
dsgdb9nsd_011197	O=CC1=CCC(=O)N1
dsgdb9nsd_011198	O=CC1=CNC(=O)C1
dsgdb9nsd_011199	O=CC1=NCC(=O)N1
dsgdb9nsd_011200	O=CC1=NCC(=O)O1
dsgdb9nsd_011201	[NH2+]=C1O[C-](C=O)C=C1
dsgdb9nsd_011202	O=CC1CC(=O)C=C1
dsgdb9nsd_011205	N=C1COC(O1)C=O
dsgdb9nsd_011206	N=C1NC(CO1)C=O
dsgdb9nsd_011207	N=C1OCC(O1)C=O
dsgdb9nsd_011209	O=CC1CC(=O)CO1
dsgdb9nsd_011212	O=CC1CCC(=O)O1
dsgdb9nsd_011214	O=CC1CNC(=O)N1
dsgdb9nsd_011215	O=CC1CNC(=O)O1
dsgdb9nsd_011216	O=CC1COC(=O)C1
dsgdb9nsd_011217	O=CC1COC(=O)N1
dsgdb9nsd_011218	O=CC1COC(=O)O1
dsgdb9nsd_011219	O=CC1OCC(=O)O1
dsgdb9nsd_011227	NC1=NC(CN1)C#N
dsgdb9nsd_011228	NC1=NC(CO1)C#C
dsgdb9nsd_011229	NC1=NC(CO1)C#N
dsgdb9nsd_011234	NC1=NC(CO1)C=O
dsgdb9nsd_011238	CC1=NCC(O1)C#N
dsgdb9nsd_011239	NC1=NCC(N1)C#N
dsgdb9nsd_011240	NC1=NCC(O1)C#C
dsgdb9nsd_011241	NC1=NCC(O1)C#N
dsgdb9nsd_011263	CC1CN=C(O1)C#N
dsgdb9nsd_011276	CC1COC(=N1)C#N
dsgdb9nsd_011317	CN=C1NC(=O)C=C1
dsgdb9nsd_011318	CN=C1OC(=O)C=C1
dsgdb9nsd_011325	CN=C1CNC(=O)O1
dsgdb9nsd_011327	CN=C1COC(=O)N1
dsgdb9nsd_011328	CN=C1COC(=O)O1
dsgdb9nsd_011330	CN=C1NC(=O)CO1
dsgdb9nsd_011367	COC1=NCC(=O)N1
dsgdb9nsd_011372	OCC1=NCC(=O)N1
dsgdb9nsd_011373	OCC1=NCC(=O)O1
dsgdb9nsd_011387	COC1OC(=O)C=C1
dsgdb9nsd_011433	COC1COC(=O)O1
dsgdb9nsd_011447	OCC1COC(=O)O1
dsgdb9nsd_011449	OCC1OCC(=O)O1
dsgdb9nsd_011485	O=C(CC1CN1)C#N
dsgdb9nsd_011486	O=C(CC1CO1)C#C
dsgdb9nsd_011487	O=C(CC1CO1)C#N
dsgdb9nsd_011489	O=C(CN1CC1)C#N
dsgdb9nsd_011491	O=C(OC1CC1)C#C
dsgdb9nsd_011492	O=C(OC1CC1)C#N
dsgdb9nsd_011496	O=CC(=O)CC1CO1
dsgdb9nsd_011499	O=CC(=O)OC1CC1
dsgdb9nsd_011581	CC(=O)C#CC1CO1
dsgdb9nsd_011583	NC(=O)C#CC1CN1
dsgdb9nsd_011584	NC(=O)C#CC1CO1
dsgdb9nsd_011627	O=C1C2CC1(C2)C#C
dsgdb9nsd_011628	O=C1C2CC1(C2)C#N
dsgdb9nsd_011629	O=C1C2CC1(N2)C#C
dsgdb9nsd_011630	O=C1C2CC1(N2)C#N
dsgdb9nsd_011631	O=C1C2CC1(O2)C#C
dsgdb9nsd_011632	O=C1C2CC1(O2)C#N
dsgdb9nsd_011633	O=CC12CC(C1)C2=O
dsgdb9nsd_011634	O=CC12CC(N1)C2=O
dsgdb9nsd_011635	O=CC12CC(O1)C2=O
dsgdb9nsd_011646	NC1C2CC1(O2)C#N
dsgdb9nsd_011650	OC1C2CC1(N2)C#N
dsgdb9nsd_011651	OC1C2CC1(O2)C#C
dsgdb9nsd_011652	OC1C2CC1(O2)C#N
dsgdb9nsd_011659	OC1C2CC1(O2)C=O
dsgdb9nsd_011666	OCC12CC(O1)C2=O
dsgdb9nsd_011680	N=C1CC2(CN12)C#N
dsgdb9nsd_011681	N=C1OC2(CC12)C#C
dsgdb9nsd_011682	N=C1OC2(CC12)C#N
dsgdb9nsd_011683	O=C1CC2(CC12)C#C
dsgdb9nsd_011684	O=C1CC2(CC12)C#N
dsgdb9nsd_011685	O=C1CC2(CN12)C#C
dsgdb9nsd_011686	O=C1CC2(CN12)C#N
dsgdb9nsd_011687	O=C1CC2(NC12)C#C
dsgdb9nsd_011688	O=C1CC2(NC12)C#N
dsgdb9nsd_011689	O=C1CC2(OC12)C#C
dsgdb9nsd_011690	O=C1CC2(OC12)C#N
dsgdb9nsd_011691	O=C1NC2(CC12)C#C
dsgdb9nsd_011692	O=C1OC2(CC12)C#C
dsgdb9nsd_011693	O=C1OC2(CC12)C#N
dsgdb9nsd_011694	N=C1OC2(CC12)C=O
dsgdb9nsd_011695	O=CC12CC(=O)C1N2
dsgdb9nsd_011696	O=CC12CC(=O)C1O2
dsgdb9nsd_011697	O=CC12CC1C(=O)C2
dsgdb9nsd_011698	O=CC12CC1C(=O)N2
dsgdb9nsd_011699	O=CC12CC1C(=O)O2
dsgdb9nsd_011700	O=CC12CN1C(=O)C2
dsgdb9nsd_011716	OC1CC2(NC12)C#N
dsgdb9nsd_011717	OC1CC2(OC12)C#C
dsgdb9nsd_011718	OC1CC2(OC12)C#N
dsgdb9nsd_011727	OC1CC2(OC12)C=O
dsgdb9nsd_011737	OCC12CC(=O)C1O2
dsgdb9nsd_011741	OCC12CC1C(=O)O2
dsgdb9nsd_011761	C#CC12CC(O1)C=C2
dsgdb9nsd_011763	N#CC12CC(N1)C=C2
dsgdb9nsd_011764	N#CC12CC(O1)C=C2
dsgdb9nsd_011778	O=CC12CC(O1)C=C2
dsgdb9nsd_011810	OC1C(=O)CC11CO1
dsgdb9nsd_011812	OC1C(=O)OC11CC1
dsgdb9nsd_011823	OC1CC2(CO2)C1=O
dsgdb9nsd_011868	O=C1CC2(CO2)C=C1
dsgdb9nsd_011870	O=C1OC2(CC2)C=C1
dsgdb9nsd_011881	O=C1CC2(CO2)CO1
dsgdb9nsd_011891	O=C1OCC2(CC2)O1
dsgdb9nsd_011932	NC12CC1(OC2)C#N
dsgdb9nsd_011936	OC12CC1(NC2)C#N
dsgdb9nsd_011937	OC12CC1(OC2)C#C
dsgdb9nsd_011938	OC12CC1(OC2)C#N
dsgdb9nsd_011946	OC12CC1(OC2)C=O
dsgdb9nsd_011982	CC1(O)C2OC2C1=O
dsgdb9nsd_012041	NC1(CC2OC12)C#N
dsgdb9nsd_012046	OC1(CC2NC12)C#N
dsgdb9nsd_012047	OC1(CC2OC12)C#C
dsgdb9nsd_012048	OC1(CC2OC12)C#N
dsgdb9nsd_012050	OC1(CN2CC12)C#N
dsgdb9nsd_012059	OC1(CC2OC12)C=O
dsgdb9nsd_012154	CC1C(OC1=N)C#N
dsgdb9nsd_012155	CC1C(OC1=O)C#C
dsgdb9nsd_012156	CC1C(OC1=O)C#N
dsgdb9nsd_012158	CN1C(CC1=O)C#N
dsgdb9nsd_012159	NC1C(NC1=N)C#N
dsgdb9nsd_012160	NC1C(OC1=N)C#C
dsgdb9nsd_012161	NC1C(OC1=N)C#N
dsgdb9nsd_012162	NC1C(OC1=O)C#C
dsgdb9nsd_012163	NC1C(OC1=O)C#N
dsgdb9nsd_012164	OC1C(CC1=O)C#C
dsgdb9nsd_012165	OC1C(CC1=O)C#N
dsgdb9nsd_012166	OC1C(NC1=N)C#C
dsgdb9nsd_012167	OC1C(NC1=N)C#N
dsgdb9nsd_012168	OC1C(NC1=O)C#C
dsgdb9nsd_012169	OC1C(OC1=N)C#C
dsgdb9nsd_012170	OC1C(OC1=N)C#N
dsgdb9nsd_012171	OC1C(OC1=O)C#C
dsgdb9nsd_012172	OC1C(OC1=O)C#N
dsgdb9nsd_012176	CC1C(OC1=O)C=O
dsgdb9nsd_012179	OC1C(CC1=O)C=O
dsgdb9nsd_012180	OC1C(NC1=N)C=O
dsgdb9nsd_012181	OC1C(NC1=O)C=O
dsgdb9nsd_012182	OC1C(OC1=N)C=O
dsgdb9nsd_012186	CC1NC(C#N)C1=O
dsgdb9nsd_012187	CC1OC(C#C)C1=O
dsgdb9nsd_012188	CC1OC(C#N)C1=O
dsgdb9nsd_012190	CN1CC(C#N)C1=O
dsgdb9nsd_012191	OC1CC(C#C)C1=O
dsgdb9nsd_012214	CC1OC(C=O)C1=O
dsgdb9nsd_012216	NC1CN(C=O)C1=O
dsgdb9nsd_012217	OC1CN(C=N)C1=O
dsgdb9nsd_012218	OC1CN(C=O)C1=N
dsgdb9nsd_012219	OC1CN(C=O)C1=O
dsgdb9nsd_012259	OCC1OC(=O)C1O
dsgdb9nsd_012291	N=C1NC=CCC1=O
dsgdb9nsd_012292	O=C1CC=CCC1=O
dsgdb9nsd_012293	N=C1NCC=CC1=O
dsgdb9nsd_012294	O=C1CCC=CC1=O
dsgdb9nsd_012295	O=C1NCC=CC1=O
dsgdb9nsd_012298	N=C1NCCOC1=O
dsgdb9nsd_012300	N=C1OCCNC1=O
dsgdb9nsd_012301	N=C1OCCOC1=N
dsgdb9nsd_012302	N=C1OCCOC1=O
dsgdb9nsd_012303	N=C1OCOCC1=O
dsgdb9nsd_012306	O=C1CCCOC1=O
dsgdb9nsd_012308	O=C1CCOCC1=O
dsgdb9nsd_012309	O=C1COCOC1=O
dsgdb9nsd_012310	O=C1NCCNC1=O
dsgdb9nsd_012311	O=C1NCCOC1=O
dsgdb9nsd_012312	O=C1OCCOC1=O
dsgdb9nsd_012325	NC1=NCCOC1=O
dsgdb9nsd_012338	OC1C=CCOC1=O
dsgdb9nsd_012345	NC1CN=COC1=O
dsgdb9nsd_012349	OC1CN=CNC1=O
dsgdb9nsd_012350	OC1CN=COC1=O
dsgdb9nsd_012409	OC1COCOC1=O
dsgdb9nsd_012426	O=C1NC=CC=CN1
dsgdb9nsd_012429	O=C1NC=NCC=C1
dsgdb9nsd_012430	O=C1OC=NCC=C1
dsgdb9nsd_012434	O=C1OCC=CC=C1
dsgdb9nsd_012443	O=C1OCC=CCO1
dsgdb9nsd_012445	N=C1CN=COCO1
dsgdb9nsd_012453	O=C1CN=COCO1
dsgdb9nsd_012458	O=C1NC=NCCO1
dsgdb9nsd_012461	O=C1NCCN=CO1
dsgdb9nsd_012462	O=C1OCCN=CO1
dsgdb9nsd_012474	O=C1OCOCC=C1
dsgdb9nsd_012500	O=C1OCCOCO1
dsgdb9nsd_012582	CC1=CCC(=O)C1=O
dsgdb9nsd_012583	CC1=CNC(=N)C1=O
dsgdb9nsd_012584	CC1=CNC(=O)C1=O
dsgdb9nsd_012585	NC1=NCC(=O)C1=O
dsgdb9nsd_012586	CC1C(=O)C=CC1=O
dsgdb9nsd_012587	CN1C(=N)C=CC1=O
dsgdb9nsd_012588	CN1C(=O)C=CC1=O
dsgdb9nsd_012589	OC1C(=O)C=CC1=O
dsgdb9nsd_012598	NC1=NCC(=O)C1O
dsgdb9nsd_012602	CC1C(=O)COC1=O
dsgdb9nsd_012606	CN1C(=N)COC1=O
dsgdb9nsd_012608	CN1C(=N)OCC1=O
dsgdb9nsd_012610	CN1C(=O)CNC1=O
dsgdb9nsd_012611	CN1C(=O)COC1=O
dsgdb9nsd_012612	OC1C(=N)NCC1=O
dsgdb9nsd_012613	OC1C(=N)OCC1=O
dsgdb9nsd_012614	OC1C(=O)CCC1=O
dsgdb9nsd_012615	OC1C(=O)CNC1=O
dsgdb9nsd_012616	OC1C(=O)COC1=O
dsgdb9nsd_012617	CC1C=CC(=O)C1=O
dsgdb9nsd_012618	CN1C=CC(=O)C1=N
dsgdb9nsd_012619	CN1C=CC(=O)C1=O
dsgdb9nsd_012620	OC1C=CC(=O)C1=O
dsgdb9nsd_012625	OC1C=CC(=O)C1O
dsgdb9nsd_012632	OC1C=CC(O)C1=O
dsgdb9nsd_012643	NC1=NCC(O)C1=O
dsgdb9nsd_012652	CC1COC(=O)C1=O
dsgdb9nsd_012654	CC1OCC(=O)C1=O
dsgdb9nsd_012657	OC1CCC(=O)C1=O
dsgdb9nsd_012658	OC1CNC(=N)C1=O
dsgdb9nsd_012659	OC1CNC(=O)C1=O
dsgdb9nsd_012660	OC1COC(=N)C1=O
dsgdb9nsd_012661	OC1COC(=O)C1=O
dsgdb9nsd_012685	OC1COC(=O)C1O
dsgdb9nsd_012720	CC12OCC1OC2=O
dsgdb9nsd_012726	OC12CCC1OC2=O
dsgdb9nsd_012728	OC12COC1CC2=O
dsgdb9nsd_012754	NC12CC1OC2C#N
dsgdb9nsd_012758	OC12CC1NC2C#N
dsgdb9nsd_012759	OC12CC1OC2C#C
dsgdb9nsd_012760	OC12CC1OC2C#N
dsgdb9nsd_012769	OC12CC1OC2C=O
dsgdb9nsd_012904	NC12COC1C2C#N
dsgdb9nsd_012907	OC12CNC1C2C#N
dsgdb9nsd_012908	OC12COC1C2C#C
dsgdb9nsd_012909	OC12COC1C2C#N
dsgdb9nsd_012937	CC12C(O)C1OC2=O
dsgdb9nsd_012947	CC1C2OC(=O)C12O
dsgdb9nsd_012950	NC12C(O)C1NC2=O
dsgdb9nsd_012951	NC12C(O)C1OC2=N
dsgdb9nsd_012952	NC12C(O)C1OC2=O
dsgdb9nsd_012955	NC1C2OC(=O)C12N
dsgdb9nsd_012956	OC1C2CC(=O)C12O
dsgdb9nsd_012957	OC1C2NC(=N)C12O
dsgdb9nsd_012958	OC1C2NC(=O)C12O
dsgdb9nsd_012959	OC1C2OC(=N)C12O
dsgdb9nsd_012960	OC1C2OC(=O)C12O
dsgdb9nsd_012978	CC12OC1C=CC2=O
dsgdb9nsd_012979	OC12CC1C=CC2=O
dsgdb9nsd_012993	CC12OC1COC2=O
dsgdb9nsd_012998	OC12CC1COC2=O
dsgdb9nsd_013000	OC12CC1OCC2=O
dsgdb9nsd_013031	N=C1OCC1CC#N
dsgdb9nsd_013035	O=C1CCN1CC#N
dsgdb9nsd_013037	O=C1CNC1CC#N
dsgdb9nsd_013038	O=C1COC1CC#C
dsgdb9nsd_013039	O=C1COC1CC#N
dsgdb9nsd_013041	O=C1NCC1CC#N
dsgdb9nsd_013042	O=C1OCC1CC#C
dsgdb9nsd_013043	O=C1OCC1CC#N
dsgdb9nsd_013045	N=C1OCC1NC=O
dsgdb9nsd_013046	N=C1OCC1OC=O
dsgdb9nsd_013048	N=COC1CNC1=O
dsgdb9nsd_013049	N=COC1COC1=N
dsgdb9nsd_013050	N=COC1COC1=O
dsgdb9nsd_013053	O=CCC1COC1=O
dsgdb9nsd_013055	O=CCC1OCC1=O
dsgdb9nsd_013058	O=CNC1CNC1=O
dsgdb9nsd_013059	O=CNC1COC1=O
dsgdb9nsd_013060	O=COC1CCC1=O
dsgdb9nsd_013061	O=COC1CNC1=O
dsgdb9nsd_013062	O=COC1COC1=O
dsgdb9nsd_013066	CC#CC1COC1=O
dsgdb9nsd_013068	CC#CC1OCC1=O
dsgdb9nsd_013152	O=C(C#C)C1CCO1
dsgdb9nsd_013153	O=C(C#C)C1COC1
dsgdb9nsd_013156	O=C(C#N)C1CCN1
dsgdb9nsd_013157	O=C(C#N)C1CCO1
dsgdb9nsd_013158	O=C(C#N)C1COC1
dsgdb9nsd_013159	O=C(C#N)N1CCC1
dsgdb9nsd_013162	O=CC(=O)C1CCO1
dsgdb9nsd_013163	O=CC(=O)C1COC1
dsgdb9nsd_013223	C#CC#CC1CCO1
dsgdb9nsd_013224	C#CC#CC1COC1
dsgdb9nsd_013226	N#CC#CC1CCO1
dsgdb9nsd_013227	N#CC#CC1COC1
dsgdb9nsd_013229	N#CCN=C1CCO1
dsgdb9nsd_013245	O=CC#CC1CCO1
dsgdb9nsd_013246	O=CC#CC1COC1
dsgdb9nsd_013298	N#CCC1=NCCO1
dsgdb9nsd_013302	N#CCC1CN=CO1
dsgdb9nsd_013308	N#CCC1COC=N1
dsgdb9nsd_013327	O=CNC1=NCCO1
dsgdb9nsd_013329	N=COC1CN=CO1
dsgdb9nsd_013335	O=COC1CN=CO1
dsgdb9nsd_013343	O=COC1OCC=C1
dsgdb9nsd_013447	OC1C(O)C1OC=O
dsgdb9nsd_013468	CC(=O)C1COC1=O
dsgdb9nsd_013469	CC(=O)C1OCC1=O
dsgdb9nsd_013474	NC(=O)C1CNC1=O
dsgdb9nsd_013475	NC(=O)C1COC1=N
dsgdb9nsd_013476	NC(=O)C1COC1=O
dsgdb9nsd_013477	NC(=O)C1NCC1=O
dsgdb9nsd_013478	NC(=O)C1OCC1=O
dsgdb9nsd_013480	NC(=O)N1CCC1=O
dsgdb9nsd_013574	CC1CN1C(=O)C#N
dsgdb9nsd_013576	CC1NC1C(=O)C#N
dsgdb9nsd_013577	CC1OC1C(=O)C#C
dsgdb9nsd_013578	CC1OC1C(=O)C#N
dsgdb9nsd_013580	CN1CC1C(=O)C#N
dsgdb9nsd_013581	OC1CC1C(=O)C#C
dsgdb9nsd_013582	OC1CC1C(=O)C#N
dsgdb9nsd_013587	CC1OC1C(=O)C=O
dsgdb9nsd_013589	OC1CC1C(=O)C=O
dsgdb9nsd_013647	CC1NC1C#CC#N
dsgdb9nsd_013648	CC1OC1C#CC#C
dsgdb9nsd_013649	CC1OC1C#CC#N
dsgdb9nsd_013651	CN1CC1C#CC#N
dsgdb9nsd_013652	OC1CC1C#CC#C
dsgdb9nsd_013653	OC1CC1C#CC#N
dsgdb9nsd_013656	CC1OC1C#CC=O
dsgdb9nsd_013658	OC1CC1C#CC=O
dsgdb9nsd_013736	CC(=O)C1NC1C#N
dsgdb9nsd_013737	CC(=O)C1OC1C#C
dsgdb9nsd_013738	CC(=O)C1OC1C#N
dsgdb9nsd_013740	CC(=O)N1CC1C#N
dsgdb9nsd_013742	NC(=O)C1CC1C#N
dsgdb9nsd_013743	NC(=O)C1NC1C#C
dsgdb9nsd_013744	NC(=O)C1NC1C#N
dsgdb9nsd_013745	NC(=O)C1OC1C#C
dsgdb9nsd_013746	NC(=O)C1OC1C#N
dsgdb9nsd_013747	NC(=O)N1CC1C#C
dsgdb9nsd_013748	NC(=O)N1CC1C#N
dsgdb9nsd_013752	CC(=O)C1OC1C=O
dsgdb9nsd_013755	NC(=O)C1CN1C=O
dsgdb9nsd_013756	NC(=O)C1NC1C=O
dsgdb9nsd_013757	NC(=O)C1OC1C=O
